qij	int_qij
0.9922	0.0216054766704033
0.9921	0.0218512265626324
0.992	0.0220966352536826
0.9919	0.0223416436580852
0.9918	0.0225861925172779
0.9917	0.0228302224222364
0.9916	0.0230736738361256
0.9915	0.0233170490561458
0.9914	0.0235597361929615
0.9913	0.0238022470947088
0.9912	0.0240445364126964
0.9911	0.0242859772268995
0.991	0.0245276819126902
0.9909	0.0247684370859315
0.9908	0.0250093741891951
0.9907	0.0252492604107071
0.9906	0.0254892461708986
0.9905	0.0257286895235502
0.9904	0.0259681591158603
0.9903	0.0262070033226134
0.9902	0.0264458000507261
0.9901	0.0266838880993368
0.99	0.0269218546105784
0.9899	0.0271590289165294
0.9898	0.0273966501652352
0.9897	0.0276334047348477
0.9896	0.027869898101079
0.9895	0.0281060974889509
0.9894	0.0283419700606762
0.9893	0.028577482922862
0.9892	0.0288132733623971
0.9891	0.0290479724526787
0.989	0.0292828921263187
0.9889	0.029517329057554
0.9888	0.0297512501275426
0.9887	0.0299853148885902
0.9886	0.0302188063989395
0.9885	0.0304516914583447
0.9884	0.0306846428583103
0.9883	0.0309169302191558
0.9882	0.0311499498941636
0.9881	0.03138153740709
0.988	0.0316138170062713
0.9879	0.0318453257744913
0.9878	0.0320760304148885
0.9877	0.0323073708183515
0.9876	0.0325378578491274
0.9875	0.0327682034225967
0.9874	0.0329983871613219
0.9873	0.0332283886512053
0.9872	0.0334581874443874
0.9871	0.0336877630621428
0.987	0.033916328438809
0.9869	0.0341453919227051
0.9868	0.0343741706509737
0.9867	0.0346026440506453
0.9866	0.0348307915323183
0.9865	0.035058592493034
0.9864	0.0352860263191445
0.9863	0.0355130723891768
0.9862	0.0357405101780647
0.9861	0.0359675272329686
0.986	0.0361941028821021
0.9859	0.0364202164560342
0.9858	0.0366466639014847
0.9857	0.0368726161376368
0.9856	0.0370980524718666
0.9855	0.0373237811044581
0.9854	0.0375489606105169
0.9853	0.0377735702936223
0.9852	0.0379984305261306
0.9851	0.0382235327517836
0.985	0.0384471701112008
0.9849	0.0386718692807962
0.9848	0.0388959193512693
0.9847	0.0391192996221073
0.9846	0.0393428545605241
0.9845	0.039565706327552
0.9844	0.0397887073484916
0.9843	0.0400118488625117
0.9842	0.0402342410807856
0.9841	0.040456748293854
0.984	0.0406784728093156
0.9839	0.0409011795822885
0.9838	0.041122181392905
0.9837	0.0413441477259187
0.9836	0.0415652723912104
0.9835	0.041786443186381
0.9834	0.0420076511875678
0.9833	0.0422279713223686
0.9832	0.0424492230208854
0.9831	0.0426695612014246
0.983	0.0428889653386152
0.9829	0.0431092779593807
0.9828	0.0433286308884221
0.9827	0.0435488819461624
0.9826	0.0437681476317589
0.9825	0.0439873542508436
0.9824	0.04420554222304
0.9823	0.0444245997920944
0.9822	0.0446435711485854
0.9821	0.0448614853597068
0.982	0.0450802533025046
0.9819	0.045297938429412
0.9818	0.0455154935263388
0.9817	0.0457338863433077
0.9816	0.0459511578466029
0.9815	0.0461682720462908
0.9814	0.0463852198425512
0.9813	0.0466019921310645
0.9812	0.0468195751791037
0.9811	0.0470359728058388
0.981	0.0472521675826899
0.9809	0.0474681503931597
0.9808	0.0476849221893359
0.9807	0.0479004573604846
0.9806	0.0481157532002886
0.9805	0.0483318215963479
0.9804	0.0485466150388969
0.9803	0.0487621700462401
0.9802	0.04897745646933
0.9801	0.0491924651680286
0.98	0.0494071870048573
0.9799	0.0496216128455749
0.9798	0.0498357335597538
0.9797	0.0500495400213551
0.9796	0.0502640765421018
0.9795	0.050477230696096
0.9794	0.0506911037924941
0.9793	0.050904633265625
0.9792	0.051118877653943
0.9791	0.0513316960422596
0.979	0.0515441434412689
0.9789	0.0517572889977459
0.9788	0.0519700523895339
0.9787	0.0521824245008254
0.9786	0.0523954850185346
0.9785	0.0526081430460202
0.9784	0.0528192936730808
0.9783	0.053032215170127
0.9782	0.053243611064468
0.9781	0.0534556742921959
0.978	0.053666186778061
0.9779	0.05387846851513
0.9778	0.0540891813397687
0.9777	0.0543005459305472
0.9776	0.0545114400504767
0.9775	0.0547218546285213
0.9774	0.0549329109609884
0.9773	0.0551434764829413
0.9772	0.0553535421337809
0.9771	0.0555630988690204
0.977	0.055773281652628
0.9769	0.0559829442503465
0.9768	0.0561932284170503
0.9767	0.0564029811116898
0.9766	0.0566121933029388
0.9765	0.0568208559779077
0.9764	0.0570301244204701
0.9763	0.0572399997232706
0.9762	0.0574481409317562
0.9761	0.0576568777135774
0.976	0.0578662111241872
0.9759	0.0580737801183606
0.9758	0.0582831188296536
0.9757	0.0584906751688331
0.9756	0.0586988122375788
0.9755	0.0589063367035578
0.9754	0.0591144372542793
0.9753	0.0593219139256252
0.9752	0.0595299620167813
0.9751	0.0597373749479021
0.975	0.0599441437907601
0.9749	0.0601514737299198
0.9748	0.0603581483184429
0.9747	0.0605653792946117
0.9746	0.0607719436572054
0.9745	0.060979059681831
0.9744	0.0611854978305757
0.9743	0.061391249225813
0.9742	0.0615975419145697
0.9741	0.0618031366140317
0.974	0.0620092678465278
0.9739	0.0622146898579978
0.9738	0.0624206436281624
0.9737	0.0626258769508005
0.9736	0.0628316372447233
0.9735	0.0630366658710204
0.9734	0.0632422166689024
0.9733	0.0634470245866247
0.9732	0.0636523498647203
0.9731	0.0638569210588457
0.973	0.0640620047913948
0.9729	0.064266323246039
0.9728	0.0644711494071902
0.9727	0.064675199107524
0.9726	0.064879751673248
0.9725	0.0650835166074043
0.9724	0.0652877795573972
0.9723	0.0654912437183685
0.9722	0.0656952010379455
0.9721	0.0658983484254702
0.972	0.0661019841074482
0.9719	0.0663047987298879
0.9718	0.0665080967764584
0.9717	0.0667118789292393
0.9716	0.0669148264634708
0.9715	0.0671169307183777
0.9714	0.0673208342437703
0.9713	0.0675225608993167
0.9712	0.0677260881337473
0.9711	0.0679274212273581
0.971	0.0681305561811485
0.9709	0.0683328207977319
0.9708	0.0685342064687287
0.9707	0.0687360517805017
0.9706	0.0689383573469603
0.9705	0.0691397704780462
0.9704	0.0693416389538223
0.9703	0.069542603971715
0.9702	0.0697440194234129
0.9701	0.069945885896645
0.97	0.0701468354479693
0.9699	0.0703482311010719
0.9698	0.0705486988433427
0.9697	0.0707496077682442
0.9696	0.0709509584380773
0.9695	0.071151367765433
0.9694	0.0713522139114426
0.9693	0.0715521077645962
0.9692	0.0717524335122135
0.9691	0.0719531916919143
0.969	0.0721529841860221
0.9689	0.0723532041826126
0.9688	0.0725524475866683
0.9687	0.072752113567153
0.9686	0.0729522026377452
0.9685	0.0731513017684148
0.9684	0.0733508190594251
0.9683	0.0735507550125735
0.9682	0.0737496876939848
0.9681	0.0739490341049283
0.968	0.0741487947355051
0.9679	0.0743475387799124
0.9678	0.0745452578888182
0.9677	0.0747448180322794
0.9676	0.0749433483121346
0.9675	0.0751422834165631
0.9674	0.0753401778582789
0.9673	0.0755384721961442
0.9672	0.0757371668866324
0.9671	0.0759348076808177
0.967	0.0761328438997326
0.9669	0.0763312759888842
0.9668	0.0765286409724591
0.9667	0.076726396899752
0.9666	0.0769245442054838
0.9665	0.0771216112224224
0.9664	0.0773190646934934
0.9663	0.077516905042811
0.9662	0.0777136519479032
0.9661	0.0779107808099788
0.966	0.0781082920427236
0.9659	0.0783046967053076
0.9658	0.0785014788211653
0.9657	0.078698638793732
0.9656	0.078894679101397
0.9655	0.0790925931261888
0.9654	0.0792878789420841
0.9653	0.0794850392615005
0.9652	0.07968106438947
0.9651	0.0798774583339946
0.965	0.0800727065055173
0.9649	0.0802698363878369
0.9648	0.080465815589683
0.9647	0.0806606360082504
0.9646	0.0808573420832697
0.9645	0.0810528844747025
0.9644	0.081248786995326
0.9643	0.0814435153057906
0.9642	0.081638598853092
0.9641	0.081834037991715
0.964	0.0820298330758375
0.9639	0.0822244385676205
0.9638	0.0824193951151235
0.9637	0.0826147030633186
0.9636	0.082808808516527
0.9635	0.0830032604902247
0.9634	0.0831980593203477
0.9633	0.0833932053425341
0.9632	0.0835871335638547
0.9631	0.0837814041014461
0.963	0.0839760172820802
0.9629	0.0841709734322365
0.9628	0.0843646965086101
0.9627	0.084558757684061
0.9626	0.0847531572763722
0.9625	0.0849463109979871
0.9624	0.0851397982780042
0.9623	0.085333619425675
0.9622	0.0855277747499686
0.9621	0.0857206690203659
0.962	0.0859138926160598
0.9619	0.0861074458376545
0.9618	0.0863013289854768
0.9617	0.0864939359362578
0.9616	0.0866868679699833
0.9615	0.0868801253787804
0.9614	0.0870737084545043
0.9613	0.0872660002324758
0.9612	0.0874586128430358
0.9611	0.0876515465700037
0.961	0.0878431763644126
0.9609	0.0880367504701838
0.9608	0.0882290158188957
0.9607	0.0884215980187461
0.9606	0.0886128612719611
0.9605	0.0888060753090758
0.9604	0.0889979655857755
0.9603	0.0891901684429559
0.9602	0.0893810373884065
0.9601	0.0895738635313054
0.96	0.0897653509602894
0.9599	0.0899571466949124
0.9598	0.0901492509948182
0.9597	0.0903400040651648
0.9596	0.0905310609110678
0.9595	0.0907224217847763
0.9594	0.0909140869382928
0.9593	0.0911043860085073
0.9592	0.0912966578252881
0.9591	0.0914875587775078
0.959	0.0916787597245535
0.9589	0.0918685797697471
0.9588	0.0920603788021636
0.9587	0.0922507921656876
0.9586	0.0924415012384767
0.9585	0.0926325062574944
0.9584	0.0928221132288413
0.9583	0.0930120113944297
0.9582	0.0932039004189449
0.9581	0.0933926822282467
0.958	0.0935834553558555
0.9579	0.0937745205964652
0.9578	0.0939641683352209
0.9577	0.0941541034417985
0.9576	0.0943443261387729
0.9575	0.094533119052162
0.9574	0.0947221948320137
0.9573	0.0949132764375822
0.9572	0.0951029211744241
0.9571	0.0952911215287716
0.957	0.0954813309317964
0.9569	0.0956700912415743
0.9568	0.0958591305652572
0.9567	0.096048449111669
0.9566	0.0962380470894177
0.9565	0.0964279247068946
0.9564	0.0966163363358148
0.9563	0.0968050229036538
0.9562	0.0969939846124872
0.9561	0.0971832216641794
0.956	0.0973709782496514
0.9559	0.0975590054964805
0.9558	0.0977490646738564
0.9557	0.0979376363643952
0.9556	0.09812471316101
0.9555	0.0983138250081378
0.9554	0.0985014372958451
0.9553	0.0986893163569526
0.9552	0.0988774623805141
0.9551	0.0990658755553827
0.955	0.0992545560702096
0.9549	0.0994417203341296
0.9548	0.0996291472855325
0.9547	0.0998168371071935
0.9546	0.100004789981692
0.9545	0.100193006091411
0.9544	0.100379689332429
0.9543	0.100568429947622
0.9542	0.100755633055719
0.9541	0.100943095119286
0.954	0.10112901006869
0.9539	0.101316988077617
0.9538	0.1015034143566
0.9537	0.101691909007674
0.9536	0.10187884730557
0.9535	0.102064221995063
0.9534	0.102251668042725
0.9533	0.102439369457844
0.9532	0.102625500356409
0.9531	0.102811882019034
0.953	0.1029985146102
0.9529	0.103185398294208
0.9528	0.103370697358789
0.9527	0.10355808125495
0.9526	0.103743875948951
0.9525	0.103929917475991
0.9524	0.104116205994704
0.9523	0.104302741663546
0.9522	0.1044895246408
0.9521	0.104674702084529
0.952	0.104860122271986
0.9519	0.105045785356281
0.9518	0.105231691490354
0.9517	0.105417840826971
0.9516	0.105604233518728
0.9515	0.105789002150192
0.9514	0.105974009591147
0.9513	0.106159255989154
0.9512	0.10634474149161
0.9511	0.106530466245742
0.951	0.106716430398612
0.9509	0.106900752053581
0.9508	0.107085308581641
0.9507	0.107271986964731
0.9506	0.107457016065595
0.9505	0.107640388825186
0.9504	0.107825886265618
0.9503	0.108011619288332
0.9502	0.108195689203538
0.9501	0.108379990193143
0.95	0.108564522393899
0.9499	0.108749285942402
0.9498	0.108934280975086
0.9497	0.109117596893033
0.9496	0.10930305291282
0.9495	0.109486825331936
0.9494	0.109670825017226
0.9493	0.109855052100183
0.9492	0.11003950671215
0.9491	0.110224188984315
0.949	0.110407171726717
0.9489	0.110590377666252
0.9488	0.110775738952169
0.9487	0.110959394018662
0.9486	0.11114327266323
0.9485	0.11132543592722
0.9484	0.111509759749745
0.9483	0.111694307527292
0.9482	0.111877133251334
0.9481	0.112060178485248
0.948	0.11224344335061
0.9479	0.11242692796885
0.9478	0.112610632461256
0.9477	0.112792599147322
0.9476	0.112976741409042
0.9475	0.113159141444043
0.9474	0.113341757170871
0.9473	0.113526555809936
0.9472	0.113707636166906
0.9471	0.113890899669212
0.947	0.114074379329543
0.9469	0.114256098888326
0.9468	0.114440008885773
0.9467	0.114622154381416
0.9466	0.114804511863114
0.9465	0.114987081442818
0.9464	0.115169863232342
0.9463	0.115350867135165
0.9462	0.115534071369578
0.9461	0.115715493343638
0.946	0.115899120463746
0.9459	0.116080960944528
0.9458	0.116263009696999
0.9457	0.116445266828452
0.9456	0.116625726196042
0.9455	0.116808398113991
0.9454	0.116991278730833
0.9453	0.117172355046598
0.9452	0.117353635707262
0.9451	0.117535120815857
0.945	0.11771681047529
0.9449	0.117898704788339
0.9448	0.118080803857658
0.9447	0.118261081060738
0.9446	0.118443587672135
0.9445	0.118624268089203
0.9444	0.118805149135753
0.9443	0.118986230910439
0.9442	0.119167513511797
0.9441	0.119348997038237
0.944	0.119530681588047
0.9439	0.119710522482601
0.9438	0.119892607112086
0.9437	0.120072843782628
0.9436	0.120253277365557
0.9435	0.120433907955294
0.9434	0.120614735646138
0.9433	0.120795760532275
0.9432	0.120976982707768
0.9431	0.121156339571567
0.943	0.121337954362907
0.9429	0.121517699564315
0.9428	0.121697637961224
0.9427	0.121877769643956
0.9426	0.122058094702719
0.9425	0.122238613227608
0.9424	0.122419325308602
0.9423	0.122600231035566
0.9422	0.122779247794268
0.9421	0.122960538853921
0.942	0.123139936691269
0.9419	0.123319524096655
0.9418	0.123499301156327
0.9417	0.123679267956424
0.9416	0.123859424582976
0.9415	0.124037672977492
0.9414	0.124218207304822
0.9413	0.124396829175794
0.9412	0.124577741542721
0.9411	0.124756737224596
0.941	0.124935918843083
0.9409	0.125115286480498
0.9408	0.125294840219053
0.9407	0.125474580140852
0.9406	0.125652388466119
0.9405	0.125832498807498
0.9404	0.126010673354322
0.9403	0.126191154438586
0.9402	0.126369695526053
0.9401	0.126548418917859
0.94	0.126727324692526
0.9399	0.126906412928474
0.9398	0.127085683704021
0.9397	0.127262999673084
0.9396	0.127442633586957
0.9395	0.127622450273835
0.9394	0.12780030588424
0.9393	0.127978340092936
0.9392	0.128156552974886
0.9391	0.128334944604948
0.939	0.128513515057888
0.9389	0.128692264408368
0.9388	0.128871192730955
0.9387	0.129048141114111
0.9386	0.129227425445685
0.9385	0.129404725693646
0.9384	0.129582200915519
0.9383	0.129762018730066
0.9382	0.12993984624996
0.9381	0.130117848958631
0.938	0.130296026927221
0.9379	0.130472204130201
0.9378	0.130650730692198
0.9377	0.130829432726104
0.9376	0.131006127811209
0.9375	0.131182994251675
0.9374	0.131362218839684
0.9373	0.131539430312449
0.9372	0.131716813345205
0.9371	0.1318943680057
0.937	0.132072094361588
0.9369	0.132247795159914
0.9368	0.132425862987418
0.9367	0.132604102711903
0.9366	0.132780310738544
0.9365	0.132958892334517
0.9364	0.133135438143028
0.9363	0.133312151890758
0.9362	0.133489033642184
0.9361	0.133666083461696
0.936	0.133843301413597
0.9359	0.134020687562101
0.9358	0.134196021502472
0.9357	0.134373742132018
0.9356	0.134549406497235
0.9355	0.134727461860441
0.9354	0.134903456899622
0.9353	0.135079616328355
0.9352	0.135255940207886
0.9351	0.135432428599377
0.935	0.135609081563905
0.9349	0.135785899162464
0.9348	0.135962881455961
0.9347	0.1361377851077
0.9346	0.1363150948868
0.9345	0.136490321997102
0.9344	0.136667959501368
0.9343	0.136843510306436
0.9342	0.137019222015634
0.9341	0.13719509468702
0.934	0.137371128378572
0.9339	0.137547323148185
0.9338	0.137723679053677
0.9337	0.137900196152782
0.9336	0.138074608375446
0.9335	0.138251445966231
0.9334	0.138426174683846
0.9333	0.138603332993343
0.9332	0.138778378429717
0.9331	0.138953581286809
0.933	0.139128941619618
0.9329	0.139304459483065
0.9328	0.139480134931996
0.9327	0.139655968021178
0.9326	0.139831958805299
0.9325	0.140005818684402
0.9324	0.140182122972408
0.9323	0.140356292390101
0.9322	0.140532910397002
0.9321	0.140707389565201
0.932	0.140882022674988
0.9319	0.141056809778427
0.9318	0.141231750927513
0.9317	0.141406846174161
0.9316	0.141582095570216
0.9315	0.141757499167448
0.9314	0.14193305701755
0.9313	0.142106456168086
0.9312	0.142282320647384
0.9311	0.142456022492852
0.931	0.142629874757945
0.9309	0.142806198545168
0.9308	0.14298035380466
0.9307	0.143154659632197
0.9306	0.143329116076893
0.9305	0.143503723187788
0.9304	0.143678481013854
0.9303	0.143853389603989
0.9302	0.144026113889423
0.9301	0.144201322142303
0.93	0.144374342189846
0.9299	0.14454985029763
0.9298	0.144723166296605
0.9297	0.144896629348362
0.9296	0.145072586590075
0.9295	0.145246345875581
0.9294	0.145420252353773
0.9293	0.145594306070941
0.9292	0.145768507073307
0.9291	0.145940498366226
0.929	0.146114992085487
0.9289	0.146289633227581
0.9288	0.146462058847057
0.9287	0.146636992978857
0.9286	0.146809707717961
0.9285	0.146982566099689
0.9284	0.147157939057081
0.9283	0.147331086824768
0.9282	0.147504378367046
0.9281	0.147677813727573
0.928	0.147851392949945
0.9279	0.148025116077689
0.9278	0.148196600440858
0.9277	0.14837060953689
0.9276	0.148544762667901
0.9275	0.148716671270646
0.9274	0.148891110626804
0.9273	0.149063301617807
0.9272	0.149235632891501
0.9271	0.149410500916212
0.927	0.14958311482884
0.9269	0.149755869148352
0.9268	0.149928763915832
0.9267	0.150101799172302
0.9266	0.150274974958721
0.9265	0.150448291315987
0.9264	0.150619338197275
0.9263	0.150792933864897
0.9262	0.150964256256473
0.9261	0.151138131395048
0.926	0.15130972945504
0.9259	0.151483884224681
0.9258	0.151655758110739
0.9257	0.151827769003823
0.9256	0.151999916942619
0.9255	0.152172201965754
0.9254	0.152344624111795
0.9253	0.152517183419252
0.9252	0.152689879926576
0.9251	0.152862713672159
0.925	0.153033247529455
0.9249	0.153206353932214
0.9248	0.1533771566808
0.9247	0.153550535891452
0.9246	0.153721607679691
0.9245	0.153895259848489
0.9244	0.15406660082429
0.9243	0.154238075494107
0.9242	0.154409683894227
0.9241	0.154581426060877
0.924	0.154753302030234
0.9239	0.154925311838414
0.9238	0.155097455521479
0.9237	0.155269733115435
0.9236	0.155439680690957
0.9235	0.155612224300195
0.9234	0.155784901927492
0.9233	0.155955243926313
0.9232	0.156125716210439
0.9231	0.156298792273734
0.923	0.156469527120341
0.9229	0.156640392355077
0.9228	0.156811388011945
0.9227	0.15698499517269
0.9226	0.157156253667027
0.9225	0.157325157854574
0.9224	0.157496675538936
0.9223	0.157668323814646
0.9222	0.157840102715387
0.9221	0.15801201227479
0.922	0.158181558255971
0.9219	0.158353727338556
0.9218	0.158523529146783
0.9217	0.158695957884498
0.9216	0.158866015649601
0.9215	0.159036200507077
0.9214	0.15920651248876
0.9213	0.159376951626432
0.9212	0.159550027229255
0.9211	0.159720722645159
0.921	0.159889032292446
0.9209	0.160059980370886
0.9208	0.160231055763466
0.9207	0.160402258501667
0.9206	0.160573588616916
0.9205	0.160742523783217
0.9204	0.160914106872301
0.9203	0.161083291353014
0.9202	0.161255127539205
0.9201	0.161424561455592
0.92	0.161594119210884
0.9199	0.161766334334698
0.9198	0.161936141706378
0.9197	0.162106073006433
0.9196	0.162276128264443
0.9195	0.162446307509939
0.9194	0.162616610772404
0.9193	0.162787038081274
0.9192	0.162955043010618
0.9191	0.163125716647878
0.919	0.163296514419122
0.9189	0.163464884367041
0.9188	0.163635928640104
0.9187	0.163804541467327
0.9186	0.163975832357065
0.9185	0.164144688176551
0.9184	0.164316225797444
0.9183	0.164485324721778
0.9182	0.16465454432629
0.9181	0.164823884638569
0.918	0.164993345686155
0.9179	0.165162927496547
0.9178	0.165332630097196
0.9177	0.165502453515506
0.9176	0.165672397778839
0.9175	0.165839885268069
0.9174	0.166010069471329
0.9173	0.166180374601006
0.9172	0.166348217568331
0.9171	0.166518762799088
0.917	0.166686842282191
0.9169	0.166857627720745
0.9168	0.167025943824549
0.9167	0.16719437737441
0.9166	0.167365522406335
0.9165	0.167534192733225
0.9164	0.167702980583541
0.9163	0.167871885982858
0.9162	0.168040908956703
0.9161	0.168210049530563
0.916	0.168379307729881
0.9159	0.168546076906537
0.9158	0.168715568622333
0.9157	0.168885178039269
0.9156	0.169054905182615
0.9155	0.169222136187243
0.9154	0.16939209704691
0.9153	0.169559558221016
0.9152	0.169727133623878
0.9151	0.169897444336954
0.915	0.170065250054801
0.9149	0.170233170073407
0.9148	0.170403830860423
0.9147	0.170571981338774
0.9146	0.170740246189519
0.9145	0.170908625436332
0.9144	0.171077119102842
0.9143	0.171245727212643
0.9142	0.171411812618605
0.9141	0.171580647896503
0.914	0.171749597687854
0.9139	0.171918662016086
0.9138	0.172085196603317
0.9137	0.172254488284886
0.9136	0.17242124671827
0.9135	0.172590765844952
0.9134	0.172757748214673
0.9133	0.172927494877927
0.9132	0.173094701273857
0.9131	0.17326201883415
0.913	0.173429447580806
0.9129	0.173596987535786
0.9128	0.173764638721012
0.9127	0.17393240115837
0.9126	0.174100274869704
0.9125	0.174268259876824
0.9124	0.174436356201497
0.9123	0.174604563865453
0.9122	0.174772882890386
0.9121	0.174938638929347
0.912	0.175107178972664
0.9119	0.175275830441461
0.9118	0.175441913710261
0.9117	0.175610786325084
0.9116	0.175777087271269
0.9115	0.175946181116608
0.9114	0.176112699823179
0.9113	0.176279326569603
0.9112	0.176446061376192
0.9111	0.176615596163314
0.911	0.176782548894745
0.9109	0.176949609747381
0.9108	0.177116778741387
0.9107	0.177284055896892
0.9106	0.177451441233988
0.9105	0.177616232405419
0.9104	0.177783832420163
0.9103	0.177951540676237
0.9102	0.178119357193589
0.9101	0.178284572668383
0.91	0.178452604021042
0.9099	0.178620743694287
0.9098	0.178786277170557
0.9097	0.178954631796445
0.9096	0.179120376796618
0.9095	0.179286226727197
0.9094	0.17945490305315
0.9093	0.179620964621618
0.9092	0.179787131176865
0.9091	0.179953402737514
0.909	0.18011977932215
0.9089	0.180286260949326
0.9088	0.180452847637561
0.9087	0.18061953940534
0.9086	0.180786336271111
0.9085	0.180953238253292
0.9084	0.181120245370265
0.9083	0.181287357640377
0.9082	0.181451832964382
0.9081	0.18161915387111
0.908	0.181786579985518
0.9079	0.181951364061936
0.9078	0.182118998920844
0.9077	0.182283988354864
0.9076	0.182451832029662
0.9075	0.182617026891375
0.9074	0.182782323643971
0.9073	0.182947722304589
0.9072	0.183115982097058
0.9071	0.183281586324184
0.907	0.183447292510835
0.9069	0.183613100674018
0.9068	0.183779010830712
0.9067	0.18394502299786
0.9066	0.184111137192375
0.9065	0.184277353431137
0.9064	0.184443671730994
0.9063	0.184610092108762
0.9062	0.184773838369984
0.9061	0.184940461251901
0.906	0.185107186261706
0.9059	0.185271232126406
0.9058	0.185438159739197
0.9057	0.185602404862351
0.9056	0.185769535143523
0.9055	0.185933979589311
0.9054	0.186101312604008
0.9053	0.186265956436365
0.9052	0.18643069914788
0.9051	0.186595540754178
0.905	0.186763277725352
0.9049	0.186928318844817
0.9048	0.187093458906023
0.9047	0.187258697924476
0.9046	0.187424035915651
0.9045	0.187589472894991
0.9044	0.187755008877912
0.9043	0.187920643879797
0.9042	0.188083568039406
0.9041	0.188249399446318
0.904	0.188415329917908
0.9039	0.18858135946944
0.9038	0.188744671550734
0.9037	0.18891089762786
0.9036	0.189074402933166
0.9035	0.189240825595559
0.9034	0.189404524183423
0.9033	0.189571143490522
0.9032	0.18973503541926
0.9031	0.189901851430268
0.903	0.190065936757964
0.9029	0.19023011798011
0.9028	0.190394395110896
0.9027	0.190558768164482
0.9026	0.190726073668636
0.9025	0.190890640264644
0.9024	0.191055302826007
0.9023	0.191220061366774
0.9022	0.191384915900964
0.9021	0.191547021654254
0.902	0.191712066561575
0.9019	0.191877207503968
0.9018	0.19204244449534
0.9017	0.192207777549569
0.9016	0.192370353640066
0.9015	0.192535877204683
0.9014	0.192701496873388
0.9013	0.192864354676819
0.9012	0.193030164937411
0.9011	0.193193210073175
0.901	0.193356348080226
0.9009	0.193522443500516
0.9008	0.193685768918884
0.9007	0.193849187247566
0.9006	0.194015567947391
0.9005	0.194179173765892
0.9004	0.194342872533496
0.9003	0.194506664263005
0.9002	0.194670548967194
0.9001	0.194834526658812
0.9	0.194998597350582
0.8999	0.1951627610552
0.8998	0.195327017785335
0.8997	0.19549136755363
0.8996	0.195655810372703
0.8995	0.195820346255144
0.8994	0.195982086183974
0.8993	0.196146806597579
0.8992	0.196311620111946
0.8991	0.196473632838306
0.899	0.196638630957736
0.8989	0.196803722215088
0.8988	0.196966007847861
0.8987	0.19713128378371
0.8986	0.197293750878883
0.8985	0.197456307919979
0.8984	0.197621860146961
0.8983	0.197784598721574
0.8982	0.197947427277242
0.8981	0.198113255903272
0.898	0.198276266063123
0.8979	0.198439366238936
0.8978	0.198602556442228
0.8977	0.198765836684494
0.8976	0.198929206977201
0.8975	0.199092667331794
0.8974	0.19925621775969
0.8973	0.199419858272286
0.8972	0.19958358888095
0.8971	0.199747409597029
0.897	0.199908392662322
0.8969	0.200072392017603
0.8968	0.200236481513986
0.8967	0.200400661162718
0.8966	0.200561996794795
0.8965	0.200726355171506
0.8964	0.200887866361573
0.8963	0.201052403510164
0.8962	0.201214090301245
0.8961	0.201378806265425
0.896	0.201540668700353
0.8959	0.201702618181828
0.8958	0.20186760164506
0.8957	0.202029726834089
0.8956	0.202191939101128
0.8955	0.202357190160097
0.8954	0.202519578197975
0.8953	0.202682053345116
0.8952	0.202844615611828
0.8951	0.203007265008398
0.895	0.203170001545088
0.8949	0.203332825232138
0.8948	0.203495736079767
