fitness_modele_1,103769.813228,103551.398872,103766.166835,103766.541672,103756.884980,103740.547618,103592.343681,103739.453496,103747.795700,103752.925229,103729.734887,103729.624328,103747.853674,103743.440436,103742.519211,103661.781544,103559.544953,103714.283438,103705.119953,103715.273691,103706.352243,103543.467967,103730.018900,103589.216958,103737.791164,103729.490542,103673.669725,103708.287812,103556.598841,103540.807546,103671.633176,103571.955839,103553.969738,103597.020653,103535.521730,103513.605237,103657.559870,103516.817484,103524.198903,103486.932508,103671.860754,103448.113232,103610.456405,103501.227058,103477.969352,103449.848881,103489.697512,103270.073487,103251.295823,103358.386805,103372.864214,103349.708238,103327.827998,103362.049240,103120.649570,103101.047081,103110.958836,103487.689512,103012.116080,103172.334021,103056.454303,102997.891223,102900.106741,103276.840542,102740.558484,102799.368215,102867.302393,102681.994095,102851.038911,102861.941375,102860.291181,103111.409050,102630.036722,102368.933386,
fitness_modele_2,227.818727,226.831552,227.738611,227.678738,227.533590,227.669955,228.038856,227.667631,227.317752,227.351106,227.344201,227.383102,227.281246,227.266216,227.044573,226.030923,227.432190,227.056541,226.424169,226.460087,226.336098,227.047105,226.735962,224.301930,226.704948,226.530267,226.062237,226.157532,224.100434,222.972840,224.734062,223.793332,223.719526,223.937801,223.678143,222.287792,223.424916,222.504692,222.745925,222.308108,224.006553,220.720007,223.649950,221.076783,222.594753,220.239539,221.771213,216.229423,215.251032,218.997450,219.424638,218.854721,218.755429,217.827414,216.561116,211.454017,215.899165,218.709737,204.254751,212.404349,210.993798,200.403636,207.136638,208.754398,202.830632,201.363865,205.532001,201.768156,205.008694,200.413405,200.359277,204.437265,193.665485,186.660312,
fitness_modele_3,130225.674955,130232.865992,130220.583609,130203.857809,130225.403713,130214.560213,130273.043814,130223.839304,130220.825234,130251.404778,130231.997491,130247.827068,130217.634493,130216.244124,130255.280418,130168.228108,130293.861529,130218.323144,130138.849432,130143.686921,130138.311145,130331.617803,130257.585110,130068.575921,130102.212336,130107.291405,130015.008400,130262.209067,130004.166806,129965.979770,130186.488497,130074.016751,130074.771198,129905.241681,130012.981302,130055.723527,130029.024362,129995.701911,130000.682318,129972.773415,129802.549006,129958.242206,129889.156346,130226.341640,130042.238204,129800.552259,129900.810665,129805.209515,129643.396094,129736.011564,129749.894601,129672.989082,129695.335446,129631.967785,129571.850435,129430.093551,129666.178682,129576.125544,129239.615575,129499.583015,129287.495273,129078.817243,129172.701661,129124.413295,130107.616244,129219.783021,130317.663680,129968.621011,128879.908188,129051.723621,129049.865091,128843.158783,128885.077119,128275.157879,
fitness_modele_4,128973.679378,128860.574600,128970.151588,128968.994092,128958.799753,128948.432086,128868.888934,128942.788537,128942.706298,128945.250782,128932.875293,128931.715687,128937.749318,128934.466313,128931.316152,128888.157735,128835.124926,128914.760980,128905.353881,128910.509022,128904.793516,128817.598070,128913.529849,128829.780942,128906.133707,128896.583330,128867.783867,128882.781791,128798.620912,128779.376099,128836.656854,128776.161512,128762.253227,128783.135939,128749.739132,128736.908579,128811.076305,128725.374728,128729.178379,128699.805829,128779.663150,128658.751105,128724.783486,128656.334294,128641.995414,128618.613745,128633.469092,128520.242070,128495.864058,128536.193965,128535.801459,128500.518654,128480.686971,128494.229495,128319.084338,128286.454206,128267.408109,128451.182459,128197.001974,128216.159062,128122.394817,128032.111032,127950.992000,128120.904359,127794.371923,127821.042934,127846.763495,127750.456875,127798.290888,127794.953414,127792.959226,127875.822087,127484.848636,127169.897200,
fitness_modele_5,26.737413,26.739633,26.726914,26.718630,26.702378,26.724124,26.733292,26.724491,26.756786,26.760213,26.722273,26.687263,26.752688,26.751373,26.721618,26.706405,26.741800,26.727504,26.732771,26.731841,26.718146,26.774418,26.721987,26.732920,26.722325,26.740948,26.691557,26.689543,26.707281,26.727547,26.686935,26.750043,26.744921,26.743969,26.742383,26.718289,26.695226,26.748805,26.699156,26.735931,26.741264,26.691792,26.718018,26.712997,26.694240,26.700919,26.742260,26.689547,26.678627,26.720598,26.691798,26.698910,26.690831,26.728497,26.686732,26.659603,26.739738,26.689391,26.616646,26.696830,26.705090,26.512732,26.658290,26.583125,26.687128,26.590553,26.705900,26.699924,26.656100,26.650705,26.643410,26.559879,26.586191,26.611394,
fitness_modele_6,22.978779,23.085654,22.958030,22.965223,22.950524,22.971608,23.113709,22.964383,22.913894,22.905416,22.959676,22.930965,22.910277,22.973438,22.897719,23.198738,23.114366,22.981009,22.953488,22.937221,22.936825,23.118861,22.884559,23.285034,22.955504,22.970382,22.963503,22.864685,23.212076,23.229089,22.922802,23.117227,23.109758,22.858984,23.188969,23.339188,22.828542,23.286829,23.231139,23.221117,22.944693,23.225178,23.055539,23.130756,23.338228,23.215323,23.210036,23.022268,22.929544,23.085526,23.236525,23.213528,23.163445,23.085661,23.101162,22.610727,23.119297,22.861370,22.426210,22.905023,22.925306,22.357956,23.044369,22.473643,23.981979,23.083909,24.112125,23.920900,22.532912,22.822946,22.822833,22.258180,22.712524,22.412340,
fitness_modele_7,26.737413,26.739633,26.726914,26.718630,26.702378,26.724124,26.733292,26.724491,26.756786,26.760213,26.722273,26.687263,26.752688,26.751373,26.721618,26.706405,26.741800,26.727504,26.732771,26.731841,26.718146,26.774418,26.721987,26.733137,26.722325,26.740948,26.691557,26.689543,26.707281,26.727762,26.686935,26.750043,26.744921,26.743969,26.742383,26.718503,26.695226,26.748805,26.699156,26.735931,26.741264,26.692005,26.718018,26.712997,26.694240,26.701131,26.742260,26.689547,26.678627,26.720598,26.691798,26.698910,26.690831,26.728497,26.686732,26.659603,26.739738,26.689391,26.616646,26.696830,26.705090,26.512904,26.658290,26.583125,26.687128,26.590553,26.705900,26.699924,26.656100,26.650705,26.643410,26.559879,26.586191,26.611394,
fitness_modele_8,22.972196,23.089068,22.952396,22.952363,22.952071,22.971475,23.140691,22.971313,22.919824,22.924486,22.974976,22.952428,22.923050,22.983963,22.924088,23.209313,23.163245,22.996494,22.953248,22.936733,22.936570,23.189064,22.919346,23.303380,22.948014,22.969967,22.935513,22.915142,23.208464,23.251435,22.972031,23.193402,23.193005,22.863610,23.222021,23.379043,22.838326,23.324939,23.269776,23.263535,22.877901,23.317548,23.090478,23.281137,23.438057,23.242557,23.310415,23.113491,23.002394,23.150521,23.303713,23.282749,23.264983,23.123180,23.313492,22.743589,23.289219,22.942442,22.525499,23.031221,23.072900,22.409094,23.213002,22.549708,24.545260,23.274343,24.745179,24.494352,22.741285,23.071558,23.071501,22.350453,23.003979,22.677187,
fitness_modele_9,155783.785472,155782.701642,155780.383843,155777.596360,155766.830110,155762.812585,155756.305965,155752.329675,155743.286104,155743.080798,155742.209392,155739.933883,155732.994567,155730.913826,155725.392678,155722.208434,155721.515159,155721.262511,155711.596273,155711.434256,155709.129006,155702.446032,155701.983509,155678.923621,155678.452280,155667.572500,155667.516459,155661.643829,155649.314600,155626.396177,155605.445050,155586.628768,155577.058179,155574.359910,155570.856163,155567.690595,155567.623901,155540.470879,155540.468751,155519.493121,155487.583356,155476.060483,155439.644195,155414.574075,155409.722415,155391.381553,155379.650796,155379.601446,155349.266179,155318.580332,155302.370253,155254.187779,155236.535206,155228.081160,155123.412911,155076.924883,155027.075452,155005.596389,154986.918203,154856.024644,154785.785287,154661.759241,154598.367746,154548.277953,154444.862462,154437.346554,154418.163231,154416.530355,154335.428814,154316.943891,154314.583788,154218.468765,153923.655302,153551.424031,
nb_de_dij_non_nuls,273,268,273,274,272,272,266,271,272,270,270,269,271,271,269,271,263,270,274,274,274,260,268,272,275,274,278,266,272,274,266,267,266,276,270,267,272,268,268,270,282,264,269,248,260,272,266,267,273,272,269,270,270,275,262,274,259,274,276,267,268,278,266,278,192,256,180,196,272,262,262,279,250,265,
