29,p3_k231_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,p4_k225_c3_XXX00000000000000,p9_k150_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,p4_k225_c3_XXX00000000000000,p9_k31_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,p4_k225_c3_XXX00000000000000,p7_k12_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,p2_k47_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,59,59,59,59,59,59,60,59,59,59,59,59,59,59,59,59,59,59,58,58,
34,p1_k250_c3_XXX00000000000000,p7_k228_c3_XXX00000000000000,60,58,60,60,60,60,58,60,60,60,60,60,60,60,60,59,58,60,60,60,
35,p3_k265_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,p7_k228_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,10,9,8,8,
37,p4_k225_c3_XXX00000000000000,p4_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,p4_k225_c3_XXX00000000000000,p5_k149_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,p1_k225_c3_XXX00000000000000,p1_k250_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,p8_k104_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,p1_k225_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,p1_k250_c3_XXX00000000000000,p11_k103_c3_XXX0000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
43,p11_k103_c3_XXX0000000000000,p9_k44_c3_XXX000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
44,p11_k224_c3_XXX0000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,p7_k34_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,p10_k60_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,p8_k44_c3_XXX000000000000000,p9_k170_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,p4_k225_c3_XXX00000000000000,p4_k62_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,p5_k23_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,p1_k17_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,p3_k266_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,p2_k62_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,p4_k225_c3_XXX00000000000000,p7_k198_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,p8_k250_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,
55,p2_k223_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,55,57,55,55,55,55,55,55,55,55,55,55,55,55,55,54,55,55,58,54,
56,p11_k255_c3_XXX0000000000000,p8_k44_c3_XXX000000000000000,58,54,58,58,58,58,55,58,58,58,58,58,58,58,58,58,54,58,57,57,
57,p10_k62_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,p1_k151_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,p4_k225_c3_XXX00000000000000,p9_k228_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,p3_k84_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,p4_k225_c3_XXX00000000000000,p7_k231_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,p5_k250_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,
63,p4_k225_c3_XXX00000000000000,p5_k230_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,p4_k225_c3_XXX00000000000000,p9_k148_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,p11_k198_c3_XXX0000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,p1_k250_c3_XXX00000000000000,p5_k224_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,p3_k231_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,p9_k150_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,p5_k224_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,
70,p1_k250_c3_XXX00000000000000,p8_k104_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,p9_k293_c3_XXX00000000000000,p9_k31_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,p8_k104_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
73,p2_k21_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,p11_k228_c3_XXX0000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,p7_k12_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,p4_k225_c3_XXX00000000000000,p6_k283_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,p1_k250_c3_XXX00000000000000,p7_k34_c3_XXX000000000000000,60,60,60,60,60,60,60,60,59,59,60,60,59,59,59,58,60,60,56,60,
78,p2_k47_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,p7_k228_c3_XXX00000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,p7_k34_c3_XXX000000000000000,p9_k44_c3_XXX000000000000000,7,5,7,7,7,6,5,7,7,7,7,7,7,7,7,5,5,7,6,6,
81,p4_k225_c3_XXX00000000000000,p5_k66_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,p3_k265_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,p2_k286_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,p4_k225_c3_XXX00000000000000,p9_k224_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,p1_k250_c3_XXX00000000000000,p5_k23_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,p4_k44_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,p5_k149_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,44,45,45,
88,p4_k225_c3_XXX00000000000000,p8_k246_c3_XXX00000000000000,55,60,54,54,54,55,60,55,54,54,54,54,54,54,54,59,60,54,54,54,
89,p1_k225_c3_XXX00000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,p2_k293_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,p11_k38_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,p4_k122_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,p1_k64_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,p5_k23_c3_XXX000000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,p2_k31_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,p5_k225_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,p4_k225_c3_XXX00000000000000,p6_k206_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,p11_k103_c3_XXX0000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,p4_k225_c3_XXX00000000000000,p8_k38_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,p10_k114_c3_XXX0000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,p8_k250_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,p4_k225_c3_XXX00000000000000,p8_k287_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,p4_k62_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,p4_k225_c3_XXX00000000000000,p4_k8_c3_XXX0000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,p1_k250_c3_XXX00000000000000,p11_k198_c3_XXX0000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,p4_k225_c3_XXX00000000000000,p7_k60_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,p3_k286_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,p1_k17_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
109,p3_k266_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,p1_k250_c3_XXX00000000000000,p3_k231_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,p5_k250_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,p3_k86_c3_XXX000000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,p2_k62_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,
114,p11_k198_c3_XXX0000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,p1_k250_c3_XXX00000000000000,p9_k150_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,p11_k255_c3_XXX0000000000000,p9_k170_c3_XXX00000000000000,60,57,60,60,60,60,60,60,60,60,60,60,60,60,60,59,60,60,60,60,
117,p7_k198_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,p3_k231_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
119,p2_k223_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,
120,p9_k150_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,p4_k225_c3_XXX00000000000000,p8_k292_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,p4_k225_c3_XXX00000000000000,p8_k34_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,p1_k250_c3_XXX00000000000000,p9_k31_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,p10_k62_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,p4_k225_c3_XXX00000000000000,p8_k135_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,p1_k151_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,p10_k69_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,p9_k31_c3_XXX000000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,p4_k225_c3_XXX00000000000000,p6_k57_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,p9_k228_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,
131,p4_k225_c3_XXX00000000000000,p7_k38_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,p1_k250_c3_XXX00000000000000,p7_k12_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,p3_k84_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,59,60,59,59,59,59,60,59,58,58,59,59,58,58,58,59,60,59,58,58,
134,p1_k250_c3_XXX00000000000000,p2_k47_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,p7_k231_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,p7_k12_c3_XXX000000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,p5_k230_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,p1_k250_c3_XXX00000000000000,p3_k265_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,p9_k148_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,p2_k47_c3_XXX000000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,p10_k263_c3_XXX0000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,p4_k150_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,p5_k224_c3_XXX00000000000000,p8_k44_c3_XXX000000000000000,35,33,35,35,35,35,35,35,34,34,35,35,34,34,34,34,35,35,34,34,
144,p1_k250_c3_XXX00000000000000,p4_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,p3_k265_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,p4_k225_c3_XXX00000000000000,p9_k137_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,p1_k250_c3_XXX00000000000000,p5_k149_c3_XXX00000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,
148,p1_k250_c3_XXX00000000000000,p5_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,p8_k104_c3_XXX00000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,p5_k149_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,p10_k61_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,p4_k225_c3_XXX00000000000000,p9_k135_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,p1_k293_c3_XXX00000000000000,p4_k225_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,p5_k225_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,p2_k21_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,p11_k228_c3_XXX0000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,p4_k225_c3_XXX00000000000000,p8_k171_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,p4_k225_c3_XXX00000000000000,p7_k63_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,p1_k250_c3_XXX00000000000000,p11_k224_c3_XXX0000000000000,60,56,60,60,60,60,60,60,60,60,60,60,60,60,60,57,60,60,60,60,
160,p7_k34_c3_XXX000000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,p6_k283_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,p7_k228_c3_XXX00000000000000,p9_k170_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,p1_k250_c3_XXX00000000000000,p10_k60_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,p9_k234_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,p11_k224_c3_XXX0000000000000,p9_k44_c3_XXX000000000000000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
166,p5_k66_c3_XXX000000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,p4_k225_c3_XXX00000000000000,p8_k75_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,p1_k250_c3_XXX00000000000000,p4_k62_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,p4_k225_c3_XXX00000000000000,p5_k105_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,p4_k225_c3_XXX00000000000000,p8_k232_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,p4_k225_c3_XXX00000000000000,p5_k145_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,p4_k225_c3_XXX00000000000000,p5_k155_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,p10_k60_c3_XXX00000000000000,p9_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,p2_k286_c3_XXX00000000000000,p9_k293_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,p4_k225_c3_XXX00000000000000,p8_k117_c3_XXX00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,p5_k23_c3_XXX000000000000000,p8_k44_c3_XXX000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
